Start programm
Time	Voltage Measurement, V	Подсчет Vout?	 Vout_min	Vout_max	№ Vout 
17.05.22 13:33:17,748	0,0004994116	OFF	3,234	3,366	0
17.05.22 13:33:17,948	0,000495975	OFF	3,234	3,366	0
17.05.22 13:33:18,148	0,0005094336	OFF	3,234	3,366	0
17.05.22 13:33:18,348	0,0005096191	OFF	3,234	3,366	0
17.05.22 13:33:18,548	0,0005265459	OFF	3,234	3,366	0
17.05.22 13:33:18,748	0,0004969169	OFF	3,234	3,366	0
17.05.22 13:33:18,948	0,0004933477	OFF	3,234	3,366	0
17.05.22 13:33:19,148	0,0005045253	OFF	3,234	3,366	0
17.05.22 13:33:19,348	0,0005041438	OFF	3,234	3,366	0
17.05.22 13:33:19,549	0,0005412845	OFF	3,234	3,366	0
17.05.22 13:33:19,748	0,0004868126	OFF	3,234	3,366	0
17.05.22 13:33:19,948	0,0004818991	OFF	3,234	3,366	0
17.05.22 13:33:20,148	0,0004953798	OFF	3,234	3,366	0
17.05.22 13:33:20,350	0,0005615117	OFF	3,234	3,366	0
17.05.22 13:33:20,548	0,000516478	OFF	3,234	3,366	0
17.05.22 13:33:20,748	0,0004862711	OFF	3,234	3,366	0
17.05.22 13:33:20,948	0,0004837483	OFF	3,234	3,366	0
17.05.22 13:33:21,148	0,0004965403	OFF	3,234	3,366	0
17.05.22 13:33:21,348	0,0004976495	OFF	3,234	3,366	0
17.05.22 13:33:21,548	0,0005148239	OFF	3,234	3,366	0
17.05.22 13:33:21,748	0,0004798157	OFF	3,234	3,366	0
17.05.22 13:33:21,948	0,0004755719	OFF	3,234	3,366	0
17.05.22 13:33:22,159	0,0007421457	OFF	3,234	3,366	0
17.05.22 13:33:22,348	0,0004884076	OFF	3,234	3,366	0
17.05.22 13:33:22,548	0,0005102397	OFF	3,234	3,366	0
17.05.22 13:33:22,748	0,0004785959	OFF	3,234	3,366	0
17.05.22 13:33:22,948	0,0004791598	OFF	3,234	3,366	0
17.05.22 13:33:23,148	0,0004935057	OFF	3,234	3,366	0
17.05.22 13:33:23,349	0,0004937904	OFF	3,234	3,366	0
17.05.22 13:33:23,548	0,0005154544	OFF	3,234	3,366	0
17.05.22 13:33:23,762	0,0005788348	OFF	3,234	3,366	0
17.05.22 13:33:23,948	0,0004773918	OFF	3,234	3,366	0
17.05.22 13:33:24,148	0,0004882847	OFF	3,234	3,366	0
17.05.22 13:33:24,348	0,0004880211	OFF	3,234	3,366	0
17.05.22 13:33:24,549	0,0005076311	OFF	3,234	3,366	0
17.05.22 13:33:24,748	0,0004756592	OFF	3,234	3,366	0
17.05.22 13:33:24,948	0,0004764699	OFF	3,234	3,366	0
17.05.22 13:33:25,148	0,000493099	OFF	3,234	3,366	0
17.05.22 13:33:25,348	0,0004982043	OFF	3,234	3,366	0
17.05.22 13:33:25,548	0,0005186158	OFF	3,234	3,366	0
17.05.22 13:33:25,748	0,0004857525	OFF	3,234	3,366	0
17.05.22 13:33:25,948	0,0004775343	OFF	3,234	3,366	0
17.05.22 13:33:26,162	0,0010058216	OFF	3,234	3,366	0
17.05.22 13:33:26,348	0,0004878279	OFF	3,234	3,366	0
17.05.22 13:33:26,548	0,0005105068	OFF	3,234	3,366	0
17.05.22 13:33:26,747	0,0005012567	OFF	3,234	3,366	0
17.05.22 13:33:26,947	0,0004949882	OFF	3,234	3,366	0
17.05.22 13:33:27,147	0,0005076068	OFF	3,234	3,366	0
17.05.22 13:33:27,347	0,0005052196	OFF	3,234	3,366	0
17.05.22 13:33:27,547	0,0005233508	OFF	3,234	3,366	0
17.05.22 13:33:27,747	0,000490675	OFF	3,234	3,366	0
17.05.22 13:33:27,947	0,0004892035	OFF	3,234	3,366	0
17.05.22 13:33:28,181	0,0008091027	OFF	3,234	3,366	0
17.05.22 13:33:28,347	0,0005122797	OFF	3,234	3,366	0
17.05.22 13:33:28,547	0,0005323996	OFF	3,234	3,366	0
17.05.22 13:33:28,748	0,0005059082	OFF	3,234	3,366	0
17.05.22 13:33:28,948	0,0004990476	OFF	3,234	3,366	0
17.05.22 13:33:29,148	0,0005112868	OFF	3,234	3,366	0
17.05.22 13:33:29,348	0,0005089093	OFF	3,234	3,366	0
17.05.22 13:33:29,548	0,0005249663	OFF	3,234	3,366	0
17.05.22 13:33:29,748	0,0004918536	OFF	3,234	3,366	0
17.05.22 13:33:29,948	0,0004876794	OFF	3,234	3,366	0
17.05.22 13:33:30,148	0,0005065493	OFF	3,234	3,366	0
17.05.22 13:33:30,350	0,0004972316	OFF	3,234	3,366	0
17.05.22 13:33:30,548	0,000531844	OFF	3,234	3,366	0
17.05.22 13:33:30,748	0,0005038417	OFF	3,234	3,366	0
17.05.22 13:33:30,948	0,0004987837	OFF	3,234	3,366	0
17.05.22 13:33:31,154	0,0005792447	OFF	3,234	3,366	0
17.05.22 13:33:31,348	0,0005067852	OFF	3,234	3,366	0
17.05.22 13:33:31,548	0,0005204937	OFF	3,234	3,366	0
17.05.22 13:33:31,748	0,0004873876	OFF	3,234	3,366	0
17.05.22 13:33:31,948	0,0004818254	OFF	3,234	3,366	0
17.05.22 13:33:32,148	0,0005013974	OFF	3,234	3,366	0
17.05.22 13:33:32,348	0,0005065373	OFF	3,234	3,366	0
17.05.22 13:33:32,548	0,0005240102	OFF	3,234	3,366	0
17.05.22 13:33:32,748	0,0004961561	OFF	3,234	3,366	0
17.05.22 13:33:32,948	0,0004923829	OFF	3,234	3,366	0
17.05.22 13:33:33,148	0,0005045682	OFF	3,234	3,366	0
17.05.22 13:33:33,348	0,0005006939	OFF	3,234	3,366	0
17.05.22 13:33:33,548	0,0005141278	OFF	3,234	3,366	0
17.05.22 13:33:33,748	0,00047884	OFF	3,234	3,366	0
17.05.22 13:33:33,948	0,0004761563	OFF	3,234	3,366	0
17.05.22 13:33:34,149	0,0004964586	OFF	3,234	3,366	0
17.05.22 13:33:34,348	0,0005002184	OFF	3,234	3,366	0
17.05.22 13:33:34,548	0,0005198481	OFF	3,234	3,366	0
17.05.22 13:33:34,748	0,0004873176	OFF	3,234	3,366	0
17.05.22 13:33:34,949	0,0004826001	OFF	3,234	3,366	0
17.05.22 13:33:35,148	0,0004999725	OFF	3,234	3,366	0
17.05.22 13:33:35,349	0,0004962081	OFF	3,234	3,366	0
17.05.22 13:33:35,548	0,0005090688	OFF	3,234	3,366	0
17.05.22 13:33:35,749	0,0004870437	OFF	3,234	3,366	0
17.05.22 13:33:35,948	0,0004691815	OFF	3,234	3,366	0
17.05.22 13:33:36,148	0,0004882692	OFF	3,234	3,366	0
17.05.22 13:33:36,348	0,000496673	OFF	3,234	3,366	0
17.05.22 13:33:36,550	0,0005271204	OFF	3,234	3,366	0
17.05.22 13:33:36,750	0,0005006416	OFF	3,234	3,366	0
17.05.22 13:33:36,948	0,0004782235	OFF	3,234	3,366	0
17.05.22 13:33:37,148	0,0004982319	OFF	3,234	3,366	0
17.05.22 13:33:37,348	0,0004975625	OFF	3,234	3,366	0
17.05.22 13:33:37,549	0,0005082568	OFF	3,234	3,366	0
17.05.22 13:33:37,749	0,000486366	OFF	3,234	3,366	0
17.05.22 13:33:37,948	0,0004700599	OFF	3,234	3,366	0
17.05.22 13:33:38,148	0,0004924517	OFF	3,234	3,366	0
17.05.22 13:33:38,348	0,000498194	OFF	3,234	3,366	0
17.05.22 13:33:38,548	0,0005092066	OFF	3,234	3,366	0
17.05.22 13:33:38,748	0,0004811227	OFF	3,234	3,366	0
17.05.22 13:33:38,948	0,000478781	OFF	3,234	3,366	0
17.05.22 13:33:39,148	0,000497936	OFF	3,234	3,366	0
17.05.22 13:33:39,348	0,0004994572	OFF	3,234	3,366	0
17.05.22 13:33:39,548	0,0005083306	OFF	3,234	3,366	0
17.05.22 13:33:39,748	0,0004761502	OFF	3,234	3,366	0
17.05.22 13:33:39,948	0,0004750362	OFF	3,234	3,366	0
17.05.22 13:33:40,148	0,0004984385	OFF	3,234	3,366	0
17.05.22 13:33:40,348	0,0005049931	OFF	3,234	3,366	0
17.05.22 13:33:40,559	0,0007157525	OFF	3,234	3,366	0
17.05.22 13:33:40,748	0,0004874179	OFF	3,234	3,366	0
17.05.22 13:33:40,948	0,000483504	OFF	3,234	3,366	0
17.05.22 13:33:41,148	0,0005059619	OFF	3,234	3,366	0
17.05.22 13:33:41,348	0,000508073	OFF	3,234	3,366	0
17.05.22 13:33:41,548	0,000515411	OFF	3,234	3,366	0
17.05.22 13:33:41,748	0,0004866554	OFF	3,234	3,366	0
17.05.22 13:33:41,948	0,0004882865	OFF	3,234	3,366	0
17.05.22 13:33:42,148	0,0005102794	OFF	3,234	3,366	0
17.05.22 13:33:42,348	0,0005175428	OFF	3,234	3,366	0
17.05.22 13:33:42,548	0,0005240061	OFF	3,234	3,366	0
17.05.22 13:33:42,748	0,0004998902	OFF	3,234	3,366	0
17.05.22 13:33:42,948	0,0004973368	OFF	3,234	3,366	0
17.05.22 13:33:43,148	0,0005200155	OFF	3,234	3,366	0
17.05.22 13:33:43,348	0,0005238151	OFF	3,234	3,366	0
17.05.22 13:33:43,579	NaN	OFF	3,234	3,366	0
17.05.22 13:33:43,748	0,0005051878	OFF	3,234	3,366	0
17.05.22 13:33:43,948	0,0005086472	OFF	3,234	3,366	0
17.05.22 13:33:44,148	0,0005323986	OFF	3,234	3,366	0
17.05.22 13:33:44,347	0,0005134556	OFF	3,234	3,366	0
17.05.22 13:33:44,547	0,0005158718	OFF	3,234	3,366	0
17.05.22 13:33:44,747	0,0004897189	OFF	3,234	3,366	0
17.05.22 13:33:44,948	0,0004901168	OFF	3,234	3,366	0
17.05.22 13:33:45,147	0,0005163452	OFF	3,234	3,366	0
17.05.22 13:33:45,347	0,0005237263	OFF	3,234	3,366	0
17.05.22 13:33:45,547	0,0005242577	OFF	3,234	3,366	0
17.05.22 13:33:45,748	0,0004802566	OFF	3,234	3,366	0
17.05.22 13:33:45,947	0,0005008409	OFF	3,234	3,366	0
17.05.22 13:33:46,149	0,0005112903	OFF	3,234	3,366	0
17.05.22 13:33:46,348	0,0005309924	OFF	3,234	3,366	0
17.05.22 13:33:46,548	0,0005304121	OFF	3,234	3,366	0
17.05.22 13:33:46,748	0,0005080805	OFF	3,234	3,366	0
17.05.22 13:33:46,948	0,0005108665	OFF	3,234	3,366	0
17.05.22 13:33:47,149	0,0005363778	OFF	3,234	3,366	0
17.05.22 13:33:47,348	0,0005446181	OFF	3,234	3,366	0
17.05.22 13:33:47,548	0,0005447498	OFF	3,234	3,366	0
17.05.22 13:33:47,748	0,0005278008	OFF	3,234	3,366	0
17.05.22 13:33:47,948	0,0005268321	OFF	3,234	3,366	0
17.05.22 13:33:48,148	0,0005467658	OFF	3,234	3,366	0
17.05.22 13:33:48,348	0,0005542289	OFF	3,234	3,366	0
17.05.22 13:33:48,548	0,0005512636	OFF	3,234	3,366	0
17.05.22 13:33:48,748	0,0005356552	OFF	3,234	3,366	0
17.05.22 13:33:48,948	0,0005427106	OFF	3,234	3,366	0
17.05.22 13:33:49,148	0,0005673337	OFF	3,234	3,366	0
17.05.22 13:33:49,348	0,0005727652	OFF	3,234	3,366	0
17.05.22 13:33:49,548	0,0005692062	OFF	3,234	3,366	0
17.05.22 13:33:49,748	0,0005547982	OFF	3,234	3,366	0
17.05.22 13:33:49,948	0,0005556939	OFF	3,234	3,366	0
17.05.22 13:33:50,148	0,0005742906	OFF	3,234	3,366	0
17.05.22 13:33:50,348	0,0005798271	OFF	3,234	3,366	0
17.05.22 13:33:50,548	0,0005744828	OFF	3,234	3,366	0
17.05.22 13:33:50,748	0,0005642315	OFF	3,234	3,366	0
17.05.22 13:33:50,948	0,0005705475	OFF	3,234	3,366	0
17.05.22 13:33:51,148	0,0005935298	OFF	3,234	3,366	0
17.05.22 13:33:51,348	0,0005989046	OFF	3,234	3,366	0
17.05.22 13:33:51,548	0,000594037	OFF	3,234	3,366	0
17.05.22 13:33:51,748	0,0005837919	OFF	3,234	3,366	0
17.05.22 13:33:51,948	0,0005833043	OFF	3,234	3,366	0
17.05.22 13:33:52,148	0,0006014839	OFF	3,234	3,366	0
17.05.22 13:33:52,348	0,0006007393	OFF	3,234	3,366	0
17.05.22 13:33:52,548	0,00059813	OFF	3,234	3,366	0
17.05.22 13:33:52,748	0,0005889915	OFF	3,234	3,366	0
17.05.22 13:33:52,948	0,0005979983	OFF	3,234	3,366	0
17.05.22 13:33:53,148	0,0006181935	OFF	3,234	3,366	0
17.05.22 13:33:53,348	0,0006238202	OFF	3,234	3,366	0
17.05.22 13:33:53,572	0,0004791906	OFF	3,234	3,366	0
17.05.22 13:33:53,748	0,0006151059	OFF	3,234	3,366	0
17.05.22 13:33:53,948	0,0006135118	OFF	3,234	3,366	0
17.05.22 13:33:54,148	0,0006306984	OFF	3,234	3,366	0
17.05.22 13:33:54,348	0,0006322491	OFF	3,234	3,366	0
17.05.22 13:33:54,548	0,0006237674	OFF	3,234	3,366	0
17.05.22 13:33:54,748	0,000621927	OFF	3,234	3,366	0
17.05.22 13:33:54,948	0,0006310027	OFF	3,234	3,366	0
17.05.22 13:33:55,148	0,0006488349	OFF	3,234	3,366	0
17.05.22 13:33:55,348	0,000653111	OFF	3,234	3,366	0
17.05.22 13:33:55,548	0,0006456838	OFF	3,234	3,366	0
17.05.22 13:33:55,748	0,0006445273	OFF	3,234	3,366	0
17.05.22 13:33:55,948	0,0006437121	OFF	3,234	3,366	0
17.05.22 13:33:56,148	0,0006550814	OFF	3,234	3,366	0
17.05.22 13:33:56,348	0,0006544252	OFF	3,234	3,366	0
17.05.22 13:33:56,548	0,0006486208	OFF	3,234	3,366	0
17.05.22 13:33:56,748	0,0006495422	OFF	3,234	3,366	0
17.05.22 13:33:56,948	0,0006615088	OFF	3,234	3,366	0
17.05.22 13:33:57,148	0,0006786413	OFF	3,234	3,366	0
17.05.22 13:33:57,349	0,0006820094	OFF	3,234	3,366	0
17.05.22 13:33:57,548	0,0006748311	OFF	3,234	3,366	0
17.05.22 13:33:57,748	0,000678866	OFF	3,234	3,366	0
17.05.22 13:33:57,948	0,0006471504	OFF	3,234	3,366	0
17.05.22 13:33:58,148	0,000687986	OFF	3,234	3,366	0
17.05.22 13:33:58,349	0,0006595055	OFF	3,234	3,366	0
17.05.22 13:33:58,548	0,0006789236	OFF	3,234	3,366	0
17.05.22 13:33:58,748	0,0006825585	OFF	3,234	3,366	0
17.05.22 13:33:58,948	0,0006937894	OFF	3,234	3,366	0
17.05.22 13:33:59,148	0,0007332859	OFF	3,234	3,366	0
17.05.22 13:33:59,348	0,000757525	OFF	3,234	3,366	0
17.05.22 13:33:59,548	0,0007128473	OFF	3,234	3,366	0
17.05.22 13:33:59,748	0,0008548502	OFF	3,234	3,366	0
17.05.22 13:33:59,948	0,0009167707	OFF	3,234	3,366	0
17.05.22 13:34:00,148	NaN	OFF	3,234	3,366	0
17.05.22 13:34:00,348	0,0010046854	OFF	3,234	3,366	0
17.05.22 13:34:00,548	0,0009175007	OFF	3,234	3,366	0
17.05.22 13:34:00,748	0,0010115713	OFF	3,234	3,366	0
17.05.22 13:34:00,948	NaN	OFF	3,234	3,366	0
17.05.22 13:34:01,148	NaN	OFF	3,234	3,366	0
17.05.22 13:34:01,348	NaN	OFF	3,234	3,366	0
17.05.22 13:34:01,548	NaN	OFF	3,234	3,366	0
17.05.22 13:34:01,747	0,0007293742	OFF	3,234	3,366	0
17.05.22 13:34:01,947	0,0007748163	OFF	3,234	3,366	0
17.05.22 13:34:02,147	NaN	OFF	3,234	3,366	0
17.05.22 13:34:02,347	NaN	OFF	3,234	3,366	0
17.05.22 13:34:02,547	0,0010175492	OFF	3,234	3,366	0
17.05.22 13:34:02,747	NaN	OFF	3,234	3,366	0
17.05.22 13:34:02,947	NaN	OFF	3,234	3,366	0
17.05.22 13:34:03,147	NaN	OFF	3,234	3,366	0
17.05.22 13:34:03,347	NaN	OFF	3,234	3,366	0
17.05.22 13:34:03,547	NaN	OFF	3,234	3,366	0
17.05.22 13:34:03,748	NaN	OFF	3,234	3,366	0
17.05.22 13:34:03,948	NaN	OFF	3,234	3,366	0
17.05.22 13:34:04,149	NaN	OFF	3,234	3,366	0
17.05.22 13:34:04,348	0,0010146346	OFF	3,234	3,366	0
17.05.22 13:34:04,548	NaN	OFF	3,234	3,366	0
17.05.22 13:34:04,749	0,0006059045	OFF	3,234	3,366	0
17.05.22 13:34:04,948	0,0006665805	OFF	3,234	3,366	0
17.05.22 13:34:05,148	0,0005769227	OFF	3,234	3,366	0
17.05.22 13:34:05,348	0,000652228	OFF	3,234	3,366	0
17.05.22 13:34:05,548	0,0006967736	OFF	3,234	3,366	0
17.05.22 13:34:05,748	0,0005995972	OFF	3,234	3,366	0
17.05.22 13:34:05,948	0,0005658627	OFF	3,234	3,366	0
17.05.22 13:34:06,148	0,0005451356	OFF	3,234	3,366	0
17.05.22 13:34:06,348	0,0005212004	OFF	3,234	3,366	0
17.05.22 13:34:06,548	0,0005296359	OFF	3,234	3,366	0
17.05.22 13:34:06,748	0,000546382	OFF	3,234	3,366	0
17.05.22 13:34:06,948	0,0006153574	OFF	3,234	3,366	0
17.05.22 13:34:07,148	0,0006548688	OFF	3,234	3,366	0
17.05.22 13:34:07,348	0,0006602766	OFF	3,234	3,366	0
17.05.22 13:34:07,548	0,0006818268	OFF	3,234	3,366	0
17.05.22 13:34:07,752	0,0005888468	OFF	3,234	3,366	0
17.05.22 13:34:07,952	0,0005734017	OFF	3,234	3,366	0
17.05.22 13:34:08,152	0,0005772589	OFF	3,234	3,366	0
17.05.22 13:34:08,352	0,000619365	OFF	3,234	3,366	0
17.05.22 13:34:08,549	0,0007319786	OFF	3,234	3,366	0
17.05.22 13:34:08,752	0,0006223131	OFF	3,234	3,366	0
17.05.22 13:34:08,950	0,0007006694	OFF	3,234	3,366	0
17.05.22 13:34:09,150	0,0006610774	OFF	3,234	3,366	0
17.05.22 13:34:09,350	0,0006711142	OFF	3,234	3,366	0
17.05.22 13:34:09,550	0,0006964601	OFF	3,234	3,366	0
17.05.22 13:34:09,750	0,0007018707	OFF	3,234	3,366	0
17.05.22 13:34:09,950	0,0007487436	OFF	3,234	3,366	0
17.05.22 13:34:10,148	0,0006561061	OFF	3,234	3,366	0
17.05.22 13:34:10,350	0,0007927662	OFF	3,234	3,366	0
17.05.22 13:34:10,550	0,0008454727	OFF	3,234	3,366	0
17.05.22 13:34:10,763	0,0007029123	OFF	3,234	3,366	0
17.05.22 13:34:10,948	0,0006918486	OFF	3,234	3,366	0
17.05.22 13:34:11,148	0,0006899062	OFF	3,234	3,366	0
17.05.22 13:34:11,348	0,0007349195	OFF	3,234	3,366	0
17.05.22 13:34:11,548	0,0007731035	OFF	3,234	3,366	0
17.05.22 13:34:11,749	0,0010292373	OFF	3,234	3,366	0
17.05.22 13:34:11,948	0,0008126904	OFF	3,234	3,366	0
17.05.22 13:34:12,148	0,0007345008	OFF	3,234	3,366	0
17.05.22 13:34:12,348	0,0007514021	OFF	3,234	3,366	0
17.05.22 13:34:12,548	0,0007734042	OFF	3,234	3,366	0
17.05.22 13:34:12,748	0,0007997192	OFF	3,234	3,366	0
17.05.22 13:34:12,948	0,0008914206	OFF	3,234	3,366	0
17.05.22 13:34:13,150	0,0004771612	OFF	3,234	3,366	0
17.05.22 13:34:13,350	0,0004500579	OFF	3,234	3,366	0
17.05.22 13:34:13,548	NaN	OFF	3,234	3,366	0
17.05.22 13:34:13,748	NaN	OFF	3,234	3,366	0
17.05.22 13:34:13,948	NaN	OFF	3,234	3,366	0
17.05.22 13:34:14,150	0,0005949773	OFF	3,234	3,366	0
17.05.22 13:34:14,348	NaN	OFF	3,234	3,366	0
17.05.22 13:34:14,548	NaN	OFF	3,234	3,366	0
17.05.22 13:34:14,748	0,0010443191	OFF	3,234	3,366	0
17.05.22 13:34:14,948	0,0008961726	OFF	3,234	3,366	0
17.05.22 13:34:15,148	0,0010364422	OFF	3,234	3,366	0
17.05.22 13:34:15,348	0,0009450115	OFF	3,234	3,366	0
17.05.22 13:34:15,548	0,0007630065	OFF	3,234	3,366	0
17.05.22 13:34:15,748	0,0006068202	OFF	3,234	3,366	0
17.05.22 13:34:15,948	0,0005691518	OFF	3,234	3,366	0
17.05.22 13:34:16,148	0,0007027712	OFF	3,234	3,366	0
17.05.22 13:34:16,348	0,0006538253	OFF	3,234	3,366	0
17.05.22 13:34:16,548	0,0004878086	OFF	3,234	3,366	0
17.05.22 13:34:16,748	0,0005118178	OFF	3,234	3,366	0
17.05.22 13:34:16,948	0,0005370989	OFF	3,234	3,366	0
17.05.22 13:34:17,148	0,0005071291	OFF	3,234	3,366	0
17.05.22 13:34:17,348	0,0004610057	OFF	3,234	3,366	0
17.05.22 13:34:17,548	0,0004522884	OFF	3,234	3,366	0
17.05.22 13:34:17,748	0,0005604282	OFF	3,234	3,366	0
17.05.22 13:34:17,948	0,0006064056	OFF	3,234	3,366	0
17.05.22 13:34:18,148	0,0005633944	OFF	3,234	3,366	0
17.05.22 13:34:18,348	0,000579233	OFF	3,234	3,366	0
17.05.22 13:34:18,548	0,0006362419	OFF	3,234	3,366	0
17.05.22 13:34:18,748	0,0006586711	OFF	3,234	3,366	0
17.05.22 13:34:18,952	0,0004424526	OFF	3,234	3,366	0
17.05.22 13:34:19,148	0,0006369536	OFF	3,234	3,366	0
17.05.22 13:34:19,347	0,0004708378	OFF	3,234	3,366	0
17.05.22 13:34:19,547	0,0005033995	OFF	3,234	3,366	0
17.05.22 13:34:19,770	0,0005225785	OFF	3,234	3,366	0
17.05.22 13:34:19,947	0,00056713	OFF	3,234	3,366	0
17.05.22 13:34:20,147	0,0005153721	OFF	3,234	3,366	0
17.05.22 13:34:20,353	0,0005097392	OFF	3,234	3,366	0
17.05.22 13:34:20,547	0,0005913359	OFF	3,234	3,366	0
17.05.22 13:34:20,747	0,0006466599	OFF	3,234	3,366	0
17.05.22 13:34:20,947	0,0006374339	OFF	3,234	3,366	0
17.05.22 13:34:21,148	0,0006547159	OFF	3,234	3,366	0
17.05.22 13:34:21,348	0,000671171	OFF	3,234	3,366	0
17.05.22 13:34:21,550	0,0005344869	OFF	3,234	3,366	0
17.05.22 13:34:21,750	0,0005009916	OFF	3,234	3,366	0
17.05.22 13:34:21,952	0,0004439909	OFF	3,234	3,366	0
17.05.22 13:34:22,152	0,0004666979	OFF	3,234	3,366	0
17.05.22 13:34:22,352	0,0004734213	OFF	3,234	3,366	0
17.05.22 13:34:22,548	0,0005946074	OFF	3,234	3,366	0
17.05.22 13:34:22,748	0,0005629135	OFF	3,234	3,366	0
17.05.22 13:34:22,949	0,0005074829	OFF	3,234	3,366	0
17.05.22 13:34:23,150	0,0005258904	OFF	3,234	3,366	0
17.05.22 13:34:23,349	0,0005286846	OFF	3,234	3,366	0
17.05.22 13:34:23,559	NaN	OFF	3,234	3,366	0
17.05.22 13:34:23,749	0,0005642826	OFF	3,234	3,366	0
17.05.22 13:34:23,948	0,000530683	OFF	3,234	3,366	0
17.05.22 13:34:24,150	0,0005249987	OFF	3,234	3,366	0
17.05.22 13:34:24,350	0,0005287673	OFF	3,234	3,366	0
17.05.22 13:34:24,548	0,0005317535	OFF	3,234	3,366	0
17.05.22 13:34:24,749	0,0004908358	OFF	3,234	3,366	0
17.05.22 13:34:24,948	0,0005117094	OFF	3,234	3,366	0
17.05.22 13:34:25,149	0,0005063949	OFF	3,234	3,366	0
17.05.22 13:34:25,348	0,0005387354	OFF	3,234	3,366	0
17.05.22 13:34:25,548	0,0005296571	OFF	3,234	3,366	0
17.05.22 13:34:25,748	0,0005027605	OFF	3,234	3,366	0
17.05.22 13:34:25,948	0,0004982354	OFF	3,234	3,366	0
17.05.22 13:34:26,148	0,0005182614	OFF	3,234	3,366	0
17.05.22 13:34:26,348	0,000517345	OFF	3,234	3,366	0
17.05.22 13:34:26,548	0,0005038286	OFF	3,234	3,366	0
17.05.22 13:34:26,748	0,0004832278	OFF	3,234	3,366	0
17.05.22 13:34:26,948	0,0004875883	OFF	3,234	3,366	0
17.05.22 13:34:27,148	0,0005159445	OFF	3,234	3,366	0
17.05.22 13:34:27,348	0,0005158946	OFF	3,234	3,366	0
17.05.22 13:34:27,548	0,0005052077	OFF	3,234	3,366	0
17.05.22 13:34:27,748	0,0004789459	OFF	3,234	3,366	0
17.05.22 13:34:27,948	0,0004784091	OFF	3,234	3,366	0
17.05.22 13:34:28,148	0,0005031157	OFF	3,234	3,366	0
17.05.22 13:34:28,349	0,0005061679	OFF	3,234	3,366	0
17.05.22 13:34:28,548	0,0004912096	OFF	3,234	3,366	0
17.05.22 13:34:28,767	0,0005097796	OFF	3,234	3,366	0
17.05.22 13:34:28,948	0,0004782712	OFF	3,234	3,366	0
17.05.22 13:34:29,148	0,0005061576	OFF	3,234	3,366	0
17.05.22 13:34:29,348	0,0005057455	OFF	3,234	3,366	0
17.05.22 13:34:29,548	0,0004961537	OFF	3,234	3,366	0
17.05.22 13:34:29,748	0,0004762474	OFF	3,234	3,366	0
17.05.22 13:34:29,948	0,0004797638	OFF	3,234	3,366	0
17.05.22 13:34:30,149	0,0005022992	OFF	3,234	3,366	0
17.05.22 13:34:30,348	0,0005004556	OFF	3,234	3,366	0
17.05.22 13:34:30,565	0,0005431582	OFF	3,234	3,366	0
17.05.22 13:34:30,748	0,0004829305	OFF	3,234	3,366	0
17.05.22 13:34:30,948	0,000491588	OFF	3,234	3,366	0
17.05.22 13:34:31,148	0,0005153404	OFF	3,234	3,366	0
17.05.22 13:34:31,348	0,0005125487	OFF	3,234	3,366	0
17.05.22 13:34:31,548	0,0005066137	OFF	3,234	3,366	0
17.05.22 13:34:31,748	0,0004941217	OFF	3,234	3,366	0
17.05.22 13:34:31,948	0,0005008134	OFF	3,234	3,366	0
17.05.22 13:34:32,148	0,0005283284	OFF	3,234	3,366	0
17.05.22 13:34:32,348	0,0005214842	OFF	3,234	3,366	0
17.05.22 13:34:32,548	0,0005214949	OFF	3,234	3,366	0
17.05.22 13:34:32,748	0,0005176507	OFF	3,234	3,366	0
17.05.22 13:34:32,948	0,0005272955	OFF	3,234	3,366	0
17.05.22 13:34:33,148	0,0005528695	OFF	3,234	3,366	0
17.05.22 13:34:33,348	0,0005463795	OFF	3,234	3,366	0
17.05.22 13:34:33,548	0,0005441149	OFF	3,234	3,366	0
17.05.22 13:34:33,749	0,0005150234	OFF	3,234	3,366	0
17.05.22 13:34:33,948	0,0005520902	OFF	3,234	3,366	0
17.05.22 13:34:34,148	0,0005761509	OFF	3,234	3,366	0
17.05.22 13:34:34,348	0,0005706377	OFF	3,234	3,366	0
17.05.22 13:34:34,548	0,0005737887	OFF	3,234	3,366	0
17.05.22 13:34:34,752	NaN	OFF	3,234	3,366	0
17.05.22 13:34:34,948	0,0005857247	OFF	3,234	3,366	0
17.05.22 13:34:35,148	0,000603141	OFF	3,234	3,366	0
17.05.22 13:34:35,348	0,0005925013	OFF	3,234	3,366	0
17.05.22 13:34:35,548	0,0005910661	OFF	3,234	3,366	0
17.05.22 13:34:35,748	0,0005923114	OFF	3,234	3,366	0
17.05.22 13:34:35,948	0,0006037841	OFF	3,234	3,366	0
17.05.22 13:34:36,148	0,0006241583	OFF	3,234	3,366	0
17.05.22 13:34:36,348	0,0006169852	OFF	3,234	3,366	0
17.05.22 13:34:36,548	0,0006218042	OFF	3,234	3,366	0
17.05.22 13:34:36,747	0,0005722017	OFF	3,234	3,366	0
17.05.22 13:34:36,947	0,0005804076	OFF	3,234	3,366	0
17.05.22 13:34:37,147	0,0006040806	OFF	3,234	3,366	0
17.05.22 13:34:37,347	0,0005943879	OFF	3,234	3,366	0
17.05.22 13:34:37,547	0,0005978508	OFF	3,234	3,366	0
17.05.22 13:34:37,747	0,0006070645	OFF	3,234	3,366	0
