Start programm
Time	Voltage Measurement, V	Подсчет Vout?	 Vout_min	Vout_max	№ Vout 
17.05.22 13:43:37,960	0,0005183839	OFF	3,234	3,366	0
17.05.22 13:43:38,160	0,0004870773	OFF	3,234	3,366	0
17.05.22 13:43:38,360	0,0004808727	OFF	3,234	3,366	0
17.05.22 13:43:38,560	0,0004852886	OFF	3,234	3,366	0
17.05.22 13:43:38,759	0,0005013167	OFF	3,234	3,366	0
17.05.22 13:43:38,959	0,0005260349	OFF	3,234	3,366	0
17.05.22 13:43:39,159	0,0004951035	OFF	3,234	3,366	0
17.05.22 13:43:39,359	0,0004886394	OFF	3,234	3,366	0
17.05.22 13:43:39,559	0,0004953399	OFF	3,234	3,366	0
17.05.22 13:43:39,759	0,0004932797	OFF	3,234	3,366	0
17.05.22 13:43:39,963	0,0005599341	OFF	3,234	3,366	0
17.05.22 13:43:40,159	0,0004856715	OFF	3,234	3,366	0
17.05.22 13:43:40,360	0,0005063815	OFF	3,234	3,366	0
17.05.22 13:43:40,560	0,0004951475	OFF	3,234	3,366	0
17.05.22 13:43:40,761	0,0005039938	OFF	3,234	3,366	0
17.05.22 13:43:40,960	0,0005282387	OFF	3,234	3,366	0
17.05.22 13:43:41,160	0,0004981753	OFF	3,234	3,366	0
17.05.22 13:43:41,360	0,0004922915	OFF	3,234	3,366	0
17.05.22 13:43:41,560	0,0004990821	OFF	3,234	3,366	0
17.05.22 13:43:41,761	0,000505853	OFF	3,234	3,366	0
17.05.22 13:43:41,961	0,0005183732	OFF	3,234	3,366	0
17.05.22 13:43:42,160	0,0004847625	OFF	3,234	3,366	0
17.05.22 13:43:42,361	0,0005065472	OFF	3,234	3,366	0
17.05.22 13:43:42,560	0,0004959354	OFF	3,234	3,366	0
17.05.22 13:43:42,760	0,0005016275	OFF	3,234	3,366	0
17.05.22 13:43:42,960	0,0005373932	OFF	3,234	3,366	0
17.05.22 13:43:43,160	0,0004985535	OFF	3,234	3,366	0
17.05.22 13:43:43,360	0,0004918789	OFF	3,234	3,366	0
17.05.22 13:43:43,560	0,0005008641	OFF	3,234	3,366	0
17.05.22 13:43:43,760	0,0004976949	OFF	3,234	3,366	0
17.05.22 13:43:43,960	0,0005175878	OFF	3,234	3,366	0
17.05.22 13:43:44,160	0,0004843825	OFF	3,234	3,366	0
17.05.22 13:43:44,360	0,0004791033	OFF	3,234	3,366	0
17.05.22 13:43:44,560	0,0004912787	OFF	3,234	3,366	0
17.05.22 13:43:44,760	0,0004982958	OFF	3,234	3,366	0
17.05.22 13:43:44,960	0,0005239001	OFF	3,234	3,366	0
17.05.22 13:43:45,160	0,0004961539	OFF	3,234	3,366	0
17.05.22 13:43:45,360	0,000489865	OFF	3,234	3,366	0
17.05.22 13:43:45,560	0,0004997316	OFF	3,234	3,366	0
17.05.22 13:43:45,760	0,0004948214	OFF	3,234	3,366	0
17.05.22 13:43:46,001	0,0004454827	OFF	3,234	3,366	0
17.05.22 13:43:46,160	0,0004809931	OFF	3,234	3,366	0
17.05.22 13:43:46,360	0,0004762412	OFF	3,234	3,366	0
17.05.22 13:43:46,560	0,0004904201	OFF	3,234	3,366	0
17.05.22 13:43:46,760	0,0004952847	OFF	3,234	3,366	0
17.05.22 13:43:46,960	0,0005195722	OFF	3,234	3,366	0
17.05.22 13:43:47,160	0,0004897116	OFF	3,234	3,366	0
17.05.22 13:43:47,360	0,0004867705	OFF	3,234	3,366	0
17.05.22 13:43:47,560	0,0004972731	OFF	3,234	3,366	0
17.05.22 13:43:47,760	0,0004949198	OFF	3,234	3,366	0
17.05.22 13:43:47,960	0,00051198	OFF	3,234	3,366	0
17.05.22 13:43:48,160	0,0004769042	OFF	3,234	3,366	0
17.05.22 13:43:48,360	0,0004720827	OFF	3,234	3,366	0
17.05.22 13:43:48,560	0,0004866286	OFF	3,234	3,366	0
17.05.22 13:43:48,760	0,0004909417	OFF	3,234	3,366	0
17.05.22 13:43:48,960	0,0005140142	OFF	3,234	3,366	0
17.05.22 13:43:49,161	0,0004762897	OFF	3,234	3,366	0
17.05.22 13:43:49,360	0,000482427	OFF	3,234	3,366	0
17.05.22 13:43:49,560	0,000497026	OFF	3,234	3,366	0
17.05.22 13:43:49,762	0,0005031746	OFF	3,234	3,366	0
17.05.22 13:43:49,960	0,0005121747	OFF	3,234	3,366	0
17.05.22 13:43:50,160	0,0004771687	OFF	3,234	3,366	0
17.05.22 13:43:50,360	0,0004723123	OFF	3,234	3,366	0
17.05.22 13:43:50,560	0,0004872207	OFF	3,234	3,366	0
17.05.22 13:43:50,760	0,0004902181	OFF	3,234	3,366	0
17.05.22 13:43:50,960	0,0005122345	OFF	3,234	3,366	0
17.05.22 13:43:51,160	0,0004835649	OFF	3,234	3,366	0
17.05.22 13:43:51,360	0,0004795665	OFF	3,234	3,366	0
17.05.22 13:43:51,561	0,0004929426	OFF	3,234	3,366	0
17.05.22 13:43:51,761	0,0004905612	OFF	3,234	3,366	0
17.05.22 13:43:51,960	0,0005100678	OFF	3,234	3,366	0
17.05.22 13:43:52,160	0,0004731459	OFF	3,234	3,366	0
17.05.22 13:43:52,360	0,0004713845	OFF	3,234	3,366	0
17.05.22 13:43:52,560	0,0004886973	OFF	3,234	3,366	0
17.05.22 13:43:52,760	0,0004898693	OFF	3,234	3,366	0
17.05.22 13:43:52,960	0,0005117838	OFF	3,234	3,366	0
17.05.22 13:43:53,160	0,0004830287	OFF	3,234	3,366	0
17.05.22 13:43:53,360	0,0004793125	OFF	3,234	3,366	0
17.05.22 13:43:53,560	0,0004952621	OFF	3,234	3,366	0
17.05.22 13:43:53,760	0,000493295	OFF	3,234	3,366	0
17.05.22 13:43:53,960	0,0005092315	OFF	3,234	3,366	0
17.05.22 13:43:54,160	0,0004749967	OFF	3,234	3,366	0
17.05.22 13:43:54,360	0,0004712354	OFF	3,234	3,366	0
17.05.22 13:43:54,560	0,0004910328	OFF	3,234	3,366	0
17.05.22 13:43:54,761	0,0004930166	OFF	3,234	3,366	0
17.05.22 13:43:54,960	0,0005124651	OFF	3,234	3,366	0
17.05.22 13:43:55,160	0,0004841294	OFF	3,234	3,366	0
17.05.22 13:43:55,360	0,0004818787	OFF	3,234	3,366	0
17.05.22 13:43:55,560	0,0004988738	OFF	3,234	3,366	0
17.05.22 13:43:55,762	0,0005419129	OFF	3,234	3,366	0
17.05.22 13:43:55,961	0,0005107019	OFF	3,234	3,366	0
17.05.22 13:43:56,159	0,0004800264	OFF	3,234	3,366	0
17.05.22 13:43:56,359	0,0004780619	OFF	3,234	3,366	0
17.05.22 13:43:56,559	0,000498845	OFF	3,234	3,366	0
17.05.22 13:43:56,759	0,0004987314	OFF	3,234	3,366	0
17.05.22 13:43:56,959	0,000508715	OFF	3,234	3,366	0
17.05.22 13:43:57,159	0,0004735993	OFF	3,234	3,366	0
17.05.22 13:43:57,359	0,0004699564	OFF	3,234	3,366	0
17.05.22 13:43:57,559	0,0004914968	OFF	3,234	3,366	0
17.05.22 13:43:57,759	0,0004948876	OFF	3,234	3,366	0
17.05.22 13:43:57,959	0,000510271	OFF	3,234	3,366	0
17.05.22 13:43:58,160	0,0004806227	OFF	3,234	3,366	0
17.05.22 13:43:58,364	0,0006039237	OFF	3,234	3,366	0
17.05.22 13:43:58,560	0,0005006436	OFF	3,234	3,366	0
17.05.22 13:43:58,760	0,0005023347	OFF	3,234	3,366	0
17.05.22 13:43:58,961	0,0005046171	OFF	3,234	3,366	0
17.05.22 13:43:59,160	0,000476182	OFF	3,234	3,366	0
17.05.22 13:43:59,360	0,0004736086	OFF	3,234	3,366	0
17.05.22 13:43:59,564	0,0006404708	OFF	3,234	3,366	0
17.05.22 13:43:59,760	0,0005001493	OFF	3,234	3,366	0
17.05.22 13:43:59,960	0,0005119038	OFF	3,234	3,366	0
17.05.22 13:44:00,161	0,0004803033	OFF	3,234	3,366	0
17.05.22 13:44:00,360	0,0004834596	OFF	3,234	3,366	0
17.05.22 13:44:00,561	0,0004929952	OFF	3,234	3,366	0
17.05.22 13:44:00,760	0,0005063255	OFF	3,234	3,366	0
17.05.22 13:44:00,960	0,0005143845	OFF	3,234	3,366	0
17.05.22 13:44:01,160	0,0004825405	OFF	3,234	3,366	0
17.05.22 13:44:01,360	0,0004809022	OFF	3,234	3,366	0
17.05.22 13:44:01,560	0,0005051797	OFF	3,234	3,366	0
17.05.22 13:44:01,760	0,0005090074	OFF	3,234	3,366	0
17.05.22 13:44:01,960	0,0005186792	OFF	3,234	3,366	0
17.05.22 13:44:02,160	0,000492804	OFF	3,234	3,366	0
17.05.22 13:44:02,361	0,0004785156	OFF	3,234	3,366	0
17.05.22 13:44:02,560	0,0005132993	OFF	3,234	3,366	0
17.05.22 13:44:02,772	0,0009065428	OFF	3,234	3,366	0
17.05.22 13:44:02,960	0,0005210531	OFF	3,234	3,366	0
17.05.22 13:44:03,160	0,0004909796	OFF	3,234	3,366	0
17.05.22 13:44:03,360	0,0004926113	OFF	3,234	3,366	0
17.05.22 13:44:03,564	0,0006894083	OFF	3,234	3,366	0
17.05.22 13:44:03,760	0,0005187534	OFF	3,234	3,366	0
17.05.22 13:44:03,960	0,0005263446	OFF	3,234	3,366	0
17.05.22 13:44:04,160	0,0005023466	OFF	3,234	3,366	0
17.05.22 13:44:04,360	0,0005022404	OFF	3,234	3,366	0
17.05.22 13:44:04,560	0,0005242195	OFF	3,234	3,366	0
17.05.22 13:44:04,763	0,0006568474	OFF	3,234	3,366	0
17.05.22 13:44:04,961	0,0005695263	OFF	3,234	3,366	0
17.05.22 13:44:05,160	0,0005053473	OFF	3,234	3,366	0
17.05.22 13:44:05,363	0,0006421779	OFF	3,234	3,366	0
17.05.22 13:44:05,560	0,0005288284	OFF	3,234	3,366	0
17.05.22 13:44:05,760	0,000533354	OFF	3,234	3,366	0
17.05.22 13:44:05,960	0,0005365802	OFF	3,234	3,366	0
17.05.22 13:44:06,160	0,0005193753	OFF	3,234	3,366	0
17.05.22 13:44:06,360	0,0005186379	OFF	3,234	3,366	0
17.05.22 13:44:06,602	0,0006124268	OFF	3,234	3,366	0
17.05.22 13:44:06,761	0,0005863937	OFF	3,234	3,366	0
17.05.22 13:44:06,960	0,0005430967	OFF	3,234	3,366	0
17.05.22 13:44:07,160	0,0005205713	OFF	3,234	3,366	0
17.05.22 13:44:07,360	0,0005232412	OFF	3,234	3,366	0
17.05.22 13:44:07,560	0,0005470561	OFF	3,234	3,366	0
17.05.22 13:44:07,760	0,0005527631	OFF	3,234	3,366	0
17.05.22 13:44:07,960	0,0005560695	OFF	3,234	3,366	0
17.05.22 13:44:08,160	0,0005405943	OFF	3,234	3,366	0
17.05.22 13:44:08,360	0,0005408793	OFF	3,234	3,366	0
17.05.22 13:44:08,560	0,0005616391	OFF	3,234	3,366	0
17.05.22 13:44:08,760	0,0005645771	OFF	3,234	3,366	0
17.05.22 13:44:08,960	0,0005628565	OFF	3,234	3,366	0
17.05.22 13:44:09,160	0,0005436313	OFF	3,234	3,366	0
17.05.22 13:44:09,360	0,0005472307	OFF	3,234	3,366	0
17.05.22 13:44:09,582	0,0006562875	OFF	3,234	3,366	0
17.05.22 13:44:09,760	0,00057967	OFF	3,234	3,366	0
17.05.22 13:44:09,960	0,0005797221	OFF	3,234	3,366	0
17.05.22 13:44:10,160	0,0005665327	OFF	3,234	3,366	0
17.05.22 13:44:10,375	0,0005188409	OFF	3,234	3,366	0
17.05.22 13:44:10,560	0,0005853198	OFF	3,234	3,366	0
17.05.22 13:44:10,760	0,0005876675	OFF	3,234	3,366	0
17.05.22 13:44:10,960	0,0005848256	OFF	3,234	3,366	0
17.05.22 13:44:11,160	0,0005684734	OFF	3,234	3,366	0
17.05.22 13:44:11,360	0,0005723435	OFF	3,234	3,366	0
17.05.22 13:44:11,560	0,0005951832	OFF	3,234	3,366	0
17.05.22 13:44:11,760	0,0006015872	OFF	3,234	3,366	0
17.05.22 13:44:11,960	0,0005991759	OFF	3,234	3,366	0
17.05.22 13:44:12,160	0,0005916893	OFF	3,234	3,366	0
17.05.22 13:44:12,360	0,0005935835	OFF	3,234	3,366	0
17.05.22 13:44:12,560	0,0006109158	OFF	3,234	3,366	0
17.05.22 13:44:12,760	0,0006136039	OFF	3,234	3,366	0
17.05.22 13:44:12,961	0,0006060045	OFF	3,234	3,366	0
17.05.22 13:44:13,161	0,0005958574	OFF	3,234	3,366	0
17.05.22 13:44:13,360	0,0006016461	OFF	3,234	3,366	0
17.05.22 13:44:13,560	0,0006238673	OFF	3,234	3,366	0
17.05.22 13:44:13,759	0,0005859638	OFF	3,234	3,366	0
17.05.22 13:44:13,959	0,0005802018	OFF	3,234	3,366	0
17.05.22 13:44:14,159	0,0005682327	OFF	3,234	3,366	0
17.05.22 13:44:14,359	0,000573285	OFF	3,234	3,366	0
17.05.22 13:44:14,559	0,0005964864	OFF	3,234	3,366	0
17.05.22 13:44:14,774	0,0005048404	OFF	3,234	3,366	0
17.05.22 13:44:14,959	0,000597509	OFF	3,234	3,366	0
17.05.22 13:44:15,159	0,0005938763	OFF	3,234	3,366	0
17.05.22 13:44:15,378	0,000551511	OFF	3,234	3,366	0
17.05.22 13:44:15,562	0,0007143908	OFF	3,234	3,366	0
17.05.22 13:44:15,773	0,0005290397	OFF	3,234	3,366	0
17.05.22 13:44:15,960	0,0006109828	OFF	3,234	3,366	0
17.05.22 13:44:16,161	0,0005801111	OFF	3,234	3,366	0
17.05.22 13:44:16,361	0,0006077084	OFF	3,234	3,366	0
17.05.22 13:44:16,560	0,0006299529	OFF	3,234	3,366	0
17.05.22 13:44:16,760	0,0006362702	OFF	3,234	3,366	0
17.05.22 13:44:16,960	0,0006328693	OFF	3,234	3,366	0
17.05.22 13:44:17,160	0,0006362768	OFF	3,234	3,366	0
17.05.22 13:44:17,360	0,0006391057	OFF	3,234	3,366	0
17.05.22 13:44:17,560	0,0006537149	OFF	3,234	3,366	0
17.05.22 13:44:17,760	0,0006533762	OFF	3,234	3,366	0
17.05.22 13:44:17,960	0,0006423533	OFF	3,234	3,366	0
17.05.22 13:44:18,160	0,0006375597	OFF	3,234	3,366	0
17.05.22 13:44:18,360	0,0006432679	OFF	3,234	3,366	0
17.05.22 13:44:18,560	0,0006623115	OFF	3,234	3,366	0
17.05.22 13:44:18,760	0,0006671505	OFF	3,234	3,366	0
17.05.22 13:44:18,960	0,0006644439	OFF	3,234	3,366	0
17.05.22 13:44:19,160	0,0006699953	OFF	3,234	3,366	0
17.05.22 13:44:19,360	0,000675479	OFF	3,234	3,366	0
17.05.22 13:44:19,560	0,0006850353	OFF	3,234	3,366	0
17.05.22 13:44:19,761	0,0006845744	OFF	3,234	3,366	0
17.05.22 13:44:19,960	0,0006722327	OFF	3,234	3,366	0
17.05.22 13:44:20,160	0,0006707986	OFF	3,234	3,366	0
17.05.22 13:44:20,360	0,0006760122	OFF	3,234	3,366	0
17.05.22 13:44:20,560	0,00069153	OFF	3,234	3,366	0
17.05.22 13:44:20,760	0,0006952401	OFF	3,234	3,366	0
17.05.22 13:44:20,960	0,0006918248	OFF	3,234	3,366	0
17.05.22 13:44:21,160	0,0007038104	OFF	3,234	3,366	0
17.05.22 13:44:21,360	0,0007171329	OFF	3,234	3,366	0
17.05.22 13:44:21,560	0,0007575288	OFF	3,234	3,366	0
17.05.22 13:44:21,760	0,0007550734	OFF	3,234	3,366	0
17.05.22 13:44:21,960	0,0007075286	OFF	3,234	3,366	0
17.05.22 13:44:22,160	0,0007242647	OFF	3,234	3,366	0
17.05.22 13:44:22,360	0,0007298394	OFF	3,234	3,366	0
17.05.22 13:44:22,560	0,0007713664	OFF	3,234	3,366	0
17.05.22 13:44:22,760	0,0007711821	OFF	3,234	3,366	0
17.05.22 13:44:22,960	0,0007468655	OFF	3,234	3,366	0
17.05.22 13:44:23,160	0,0009265724	OFF	3,234	3,366	0
17.05.22 13:44:23,360	0,0010118835	OFF	3,234	3,366	0
17.05.22 13:44:23,560	NaN	OFF	3,234	3,366	0
17.05.22 13:44:23,760	NaN	OFF	3,234	3,366	0
17.05.22 13:44:23,967	0,0006305659	OFF	3,234	3,366	0
17.05.22 13:44:24,160	0,0009433472	OFF	3,234	3,366	0
17.05.22 13:44:24,367	0,0006323454	OFF	3,234	3,366	0
17.05.22 13:44:24,560	NaN	OFF	3,234	3,366	0
17.05.22 13:44:24,760	NaN	OFF	3,234	3,366	0
17.05.22 13:44:24,960	0,0010327462	OFF	3,234	3,366	0
17.05.22 13:44:25,160	NaN	OFF	3,234	3,366	0
17.05.22 13:44:25,360	NaN	OFF	3,234	3,366	0
17.05.22 13:44:25,560	NaN	OFF	3,234	3,366	0
17.05.22 13:44:25,760	NaN	OFF	3,234	3,366	0
17.05.22 13:44:25,960	NaN	OFF	3,234	3,366	0
17.05.22 13:44:26,160	NaN	OFF	3,234	3,366	0
17.05.22 13:44:26,360	NaN	OFF	3,234	3,366	0
17.05.22 13:44:26,560	NaN	OFF	3,234	3,366	0
17.05.22 13:44:26,760	NaN	OFF	3,234	3,366	0
17.05.22 13:44:26,960	NaN	OFF	3,234	3,366	0
17.05.22 13:44:27,160	NaN	OFF	3,234	3,366	0
17.05.22 13:44:27,360	NaN	OFF	3,234	3,366	0
17.05.22 13:44:27,597	0,0006108947	OFF	3,234	3,366	0
17.05.22 13:44:27,760	NaN	OFF	3,234	3,366	0
17.05.22 13:44:27,960	NaN	OFF	3,234	3,366	0
17.05.22 13:44:28,160	NaN	OFF	3,234	3,366	0
17.05.22 13:44:28,365	0,0007822694	OFF	3,234	3,366	0
17.05.22 13:44:28,560	NaN	OFF	3,234	3,366	0
17.05.22 13:44:28,760	NaN	OFF	3,234	3,366	0
17.05.22 13:44:28,960	NaN	OFF	3,234	3,366	0
17.05.22 13:44:29,160	0,0010153152	OFF	3,234	3,366	0
17.05.22 13:44:29,378	0,000680345	OFF	3,234	3,366	0
17.05.22 13:44:29,560	0,0009257299	OFF	3,234	3,366	0
17.05.22 13:44:29,760	NaN	OFF	3,234	3,366	0
17.05.22 13:44:29,960	NaN	OFF	3,234	3,366	0
17.05.22 13:44:30,161	0,0009971904	OFF	3,234	3,366	0
17.05.22 13:44:30,360	0,0009763777	OFF	3,234	3,366	0
17.05.22 13:44:30,561	0,0009225687	OFF	3,234	3,366	0
17.05.22 13:44:30,760	NaN	OFF	3,234	3,366	0
17.05.22 13:44:30,961	NaN	OFF	3,234	3,366	0
17.05.22 13:44:31,159	0,0006970389	OFF	3,234	3,366	0
17.05.22 13:44:31,359	0,0009800493	OFF	3,234	3,366	0
17.05.22 13:44:31,559	0,0009784347	OFF	3,234	3,366	0
17.05.22 13:44:31,759	0,0008650123	OFF	3,234	3,366	0
17.05.22 13:44:31,959	0,0008214999	OFF	3,234	3,366	0
17.05.22 13:44:32,159	0,0010410788	OFF	3,234	3,366	0
17.05.22 13:44:32,359	NaN	OFF	3,234	3,366	0
17.05.22 13:44:32,559	NaN	OFF	3,234	3,366	0
17.05.22 13:44:32,758	0,0006877088	OFF	3,234	3,366	0
17.05.22 13:44:32,959	0,0009392569	OFF	3,234	3,366	0
17.05.22 13:44:33,160	0,0010063722	OFF	3,234	3,366	0
17.05.22 13:44:33,360	0,0010070269	OFF	3,234	3,366	0
17.05.22 13:44:33,560	0,0010401488	OFF	3,234	3,366	0
17.05.22 13:44:33,760	0,0008651192	OFF	3,234	3,366	0
17.05.22 13:44:33,960	0,0008132376	OFF	3,234	3,366	0
17.05.22 13:44:34,160	0,0010383894	OFF	3,234	3,366	0
17.05.22 13:44:34,360	NaN	OFF	3,234	3,366	0
17.05.22 13:44:34,560	NaN	OFF	3,234	3,366	0
17.05.22 13:44:34,760	NaN	OFF	3,234	3,366	0
17.05.22 13:44:34,960	0,0009526658	OFF	3,234	3,366	0
17.05.22 13:44:35,160	0,0010402612	OFF	3,234	3,366	0
17.05.22 13:44:35,360	0,0010330566	OFF	3,234	3,366	0
17.05.22 13:44:35,560	NaN	OFF	3,234	3,366	0
17.05.22 13:44:35,760	0,0009095389	OFF	3,234	3,366	0
17.05.22 13:44:35,960	0,0008565333	OFF	3,234	3,366	0
17.05.22 13:44:36,160	0,0010444477	OFF	3,234	3,366	0
17.05.22 13:44:36,361	NaN	OFF	3,234	3,366	0
17.05.22 13:44:36,560	NaN	OFF	3,234	3,366	0
17.05.22 13:44:36,760	0,0010487823	OFF	3,234	3,366	0
17.05.22 13:44:36,960	0,0009784934	OFF	3,234	3,366	0
17.05.22 13:44:37,160	NaN	OFF	3,234	3,366	0
17.05.22 13:44:37,360	NaN	OFF	3,234	3,366	0
17.05.22 13:44:37,560	NaN	OFF	3,234	3,366	0
17.05.22 13:44:37,760	0,0009516462	OFF	3,234	3,366	0
17.05.22 13:44:37,960	0,0008532242	OFF	3,234	3,366	0
17.05.22 13:44:38,160	0,0010422867	OFF	3,234	3,366	0
17.05.22 13:44:38,371	0,0004987796	OFF	3,234	3,366	0
17.05.22 13:44:38,560	NaN	OFF	3,234	3,366	0
17.05.22 13:44:38,761	0,0007301178	OFF	3,234	3,366	0
17.05.22 13:44:38,960	0,0009777863	OFF	3,234	3,366	0
17.05.22 13:44:39,160	0,0010474519	OFF	3,234	3,366	0
17.05.22 13:44:39,361	0,0007010526	OFF	3,234	3,366	0
17.05.22 13:44:39,560	NaN	OFF	3,234	3,366	0
17.05.22 13:44:39,760	0,0009033078	OFF	3,234	3,366	0
17.05.22 13:44:39,960	0,0008034257	OFF	3,234	3,366	0
17.05.22 13:44:40,160	0,0008915833	OFF	3,234	3,366	0
17.05.22 13:44:40,367	0,0006297115	OFF	3,234	3,366	0
17.05.22 13:44:40,573	0,0004925504	OFF	3,234	3,366	0
17.05.22 13:44:40,760	0,0009866284	OFF	3,234	3,366	0
17.05.22 13:44:40,960	0,0009076629	OFF	3,234	3,366	0
17.05.22 13:44:41,160	0,0010218181	OFF	3,234	3,366	0
17.05.22 13:44:41,360	0,0010399133	OFF	3,234	3,366	0
17.05.22 13:44:41,560	0,0010231251	OFF	3,234	3,366	0
17.05.22 13:44:41,760	0,0008841775	OFF	3,234	3,366	0
17.05.22 13:44:41,960	0,0007911995	OFF	3,234	3,366	0
17.05.22 13:44:42,173	0,0004813226	OFF	3,234	3,366	0
17.05.22 13:44:42,360	0,0009715194	OFF	3,234	3,366	0
17.05.22 13:44:42,560	NaN	OFF	3,234	3,366	0
17.05.22 13:44:42,760	0,0008991645	OFF	3,234	3,366	0
17.05.22 13:44:42,960	0,0008443135	OFF	3,234	3,366	0
17.05.22 13:44:43,160	0,000991032	OFF	3,234	3,366	0
17.05.22 13:44:43,378	0,0006321075	OFF	3,234	3,366	0
17.05.22 13:44:43,560	0,0010130879	OFF	3,234	3,366	0
17.05.22 13:44:43,760	0,000839073	OFF	3,234	3,366	0
17.05.22 13:44:43,960	0,0007701142	OFF	3,234	3,366	0
17.05.22 13:44:44,160	0,0007915885	OFF	3,234	3,366	0
17.05.22 13:44:44,360	0,0008560079	OFF	3,234	3,366	0
17.05.22 13:44:44,560	0,0010148069	OFF	3,234	3,366	0
17.05.22 13:44:44,760	0,0008325528	OFF	3,234	3,366	0
17.05.22 13:44:44,960	0,0007975432	OFF	3,234	3,366	0
17.05.22 13:44:45,160	0,0009246824	OFF	3,234	3,366	0
17.05.22 13:44:45,360	0,0009655592	OFF	3,234	3,366	0
17.05.22 13:44:45,573	0,0004867617	OFF	3,234	3,366	0
17.05.22 13:44:45,772	0,0005118613	OFF	3,234	3,366	0
17.05.22 13:44:45,960	0,0007628369	OFF	3,234	3,366	0
17.05.22 13:44:46,160	0,000785995	OFF	3,234	3,366	0
17.05.22 13:44:46,360	0,0008648764	OFF	3,234	3,366	0
17.05.22 13:44:46,560	0,0010209212	OFF	3,234	3,366	0
17.05.22 13:44:46,760	0,0008493182	OFF	3,234	3,366	0
17.05.22 13:44:46,960	0,0008363303	OFF	3,234	3,366	0
17.05.22 13:44:47,160	0,0010024324	OFF	3,234	3,366	0
17.05.22 13:44:47,360	0,0010342353	OFF	3,234	3,366	0
17.05.22 13:44:47,560	0,0010323151	OFF	3,234	3,366	0
17.05.22 13:44:47,760	0,0008849567	OFF	3,234	3,366	0
17.05.22 13:44:47,960	0,0008153145	OFF	3,234	3,366	0
17.05.22 13:44:48,160	0,0008637532	OFF	3,234	3,366	0
17.05.22 13:44:48,360	0,0009540848	OFF	3,234	3,366	0
17.05.22 13:44:48,560	NaN	OFF	3,234	3,366	0
17.05.22 13:44:48,760	0,0009537065	OFF	3,234	3,366	0
17.05.22 13:44:48,960	0,0009475175	OFF	3,234	3,366	0
17.05.22 13:44:49,160	NaN	OFF	3,234	3,366	0
17.05.22 13:44:49,372	0,0004754364	OFF	3,234	3,366	0
17.05.22 13:44:49,560	NaN	OFF	3,234	3,366	0
17.05.22 13:44:49,760	0,0009825276	OFF	3,234	3,366	0
17.05.22 13:44:49,960	0,0009281471	OFF	3,234	3,366	0
17.05.22 13:44:50,160	0,0009552895	OFF	3,234	3,366	0
17.05.22 13:44:50,360	NaN	OFF	3,234	3,366	0
17.05.22 13:44:50,561	NaN	OFF	3,234	3,366	0
17.05.22 13:44:50,761	NaN	OFF	3,234	3,366	0
17.05.22 13:44:50,961	NaN	OFF	3,234	3,366	0
17.05.22 13:44:51,161	NaN	OFF	3,234	3,366	0
17.05.22 13:44:51,361	NaN	OFF	3,234	3,366	0
17.05.22 13:44:51,561	NaN	OFF	3,234	3,366	0
17.05.22 13:44:51,768	0,0006315183	OFF	3,234	3,366	0
17.05.22 13:44:51,961	NaN	OFF	3,234	3,366	0
17.05.22 13:44:52,162	0,0008052758	OFF	3,234	3,366	0
17.05.22 13:44:52,361	NaN	OFF	3,234	3,366	0
17.05.22 13:44:52,561	NaN	OFF	3,234	3,366	0
17.05.22 13:44:52,761	NaN	OFF	3,234	3,366	0
17.05.22 13:44:52,961	NaN	OFF	3,234	3,366	0
17.05.22 13:44:53,161	NaN	OFF	3,234	3,366	0
17.05.22 13:44:53,361	NaN	OFF	3,234	3,366	0
17.05.22 13:44:53,561	0,0010415817	OFF	3,234	3,366	0
17.05.22 13:44:53,761	NaN	OFF	3,234	3,366	0
17.05.22 13:44:53,961	NaN	OFF	3,234	3,366	0
17.05.22 13:44:54,162	NaN	OFF	3,234	3,366	0
17.05.22 13:44:54,361	0,0010410383	OFF	3,234	3,366	0
17.05.22 13:44:54,561	0,0008818725	OFF	3,234	3,366	0
17.05.22 13:44:54,762	NaN	OFF	3,234	3,366	0
17.05.22 13:44:54,961	0,0010438618	OFF	3,234	3,366	0
17.05.22 13:44:55,178	0,0006361423	OFF	3,234	3,366	0
17.05.22 13:44:55,361	0,0007856499	OFF	3,234	3,366	0
17.05.22 13:44:55,561	0,0006797002	OFF	3,234	3,366	0
17.05.22 13:44:55,793	0,0004771054	OFF	3,234	3,366	0
17.05.22 13:44:55,961	0,0008827152	OFF	3,234	3,366	0
17.05.22 13:44:56,161	0,0007109891	OFF	3,234	3,366	0
17.05.22 13:44:56,361	0,0006791933	OFF	3,234	3,366	0
17.05.22 13:44:56,561	0,0006179258	OFF	3,234	3,366	0
17.05.22 13:44:56,761	NaN	OFF	3,234	3,366	0
17.05.22 13:44:56,961	0,0007026325	OFF	3,234	3,366	0
17.05.22 13:44:57,161	0,0005342885	OFF	3,234	3,366	0
17.05.22 13:44:57,361	0,0005092391	OFF	3,234	3,366	0
17.05.22 13:44:57,561	0,0004950039	OFF	3,234	3,366	0
17.05.22 13:44:57,761	0,000556213	OFF	3,234	3,366	0
17.05.22 13:44:57,962	0,001001413	OFF	3,234	3,366	0
17.05.22 13:44:58,161	0,0006124703	OFF	3,234	3,366	0
17.05.22 13:44:58,361	0,0006147706	OFF	3,234	3,366	0
17.05.22 13:44:58,561	0,0005990324	OFF	3,234	3,366	0
